상품주문번호,주문번호,결제일,주문상태,상품명,옵션정보,수량,상품가격,옵션가격,판매가,구매자명,배송지,결제수단
20260420-0002906,20260420-0002906,2026-04-20 15:53:32,배송완료,가비지타임 스티커팩,색상/타입:레어,1,6500,0,6500,구매자5339,충청남도,휴대폰
20260420-0002907,20260420-0002907,2026-04-20 19:07:11,결제완료,가비지타임 봉제 인형,색상/타입:L,1,39000,0,39000,구매자6444,대전광역시,신용카드
20260420-0002908,20260420-0002908,2026-04-20 15:54:37,배송완료,마루는 강쥐 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자1083,부산광역시,신용카드
20260420-0002909,20260420-0002909,2026-04-20 17:56:09,배송완료,외모지상주의 키링,색상/타입:퍼플,1,12000,0,12000,구매자3984,서울특별시,신용카드
20260420-0002910,20260420-0002910,2026-04-20 14:55:44,배송완료,신의 탑 키링,색상/타입:핑크,1,12000,0,12000,구매자3628,충청남도,신용카드
20260420-0002911,20260420-0002911,2026-04-20 11:28:33,배송중,가비지타임 파우치,색상/타입:핑크,1,22000,0,22000,구매자5904,광주광역시,네이버페이
20260420-0002912,20260420-0002912,2026-04-20 16:01:21,배송완료,가비지타임 파우치,색상/타입:베이지,2,22000,0,44000,구매자7585,부산광역시,신용카드
20260420-0002913,20260420-0002913,2026-04-20 18:57:32,배송완료,냐한 남자 아크릴 스탠드,색상/타입:A타입,3,15000,0,45000,구매자9352,충청남도,네이버페이
20260420-0002914,20260420-0002914,2026-04-20 16:01:20,배송완료,신의 탑 스티커팩,색상/타입:레어,1,6500,0,6500,구매자1130,서울특별시,네이버페이
20260420-0002915,20260420-0002915,2026-04-20 09:23:08,배송완료,가비지타임 봉제 인형,색상/타입:M,2,39000,0,78000,구매자2445,경기도,신용카드
20260420-0002916,20260420-0002916,2026-04-20 16:23:23,배송중,냐한 남자 티셔츠,색상/타입:L,1,32000,0,32000,구매자3018,충청남도,네이버페이
20260420-0002917,20260420-0002917,2026-04-20 10:09:38,배송완료,가비지타임 스티커팩,색상/타입:기본,1,6500,0,6500,구매자2084,인천광역시,계좌이체
20260420-0002918,20260420-0002918,2026-04-20 19:29:45,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자8816,경상남도,네이버페이
20260420-0002919,20260420-0002919,2026-04-20 14:05:28,배송완료,마루는 강쥐 키링,색상/타입:옐로우,1,13500,0,13500,구매자3819,전라북도,신용카드
20260420-0002920,20260420-0002920,2026-04-20 15:24:41,배송완료,외모지상주의 티셔츠,색상/타입:XL,1,32000,0,32000,구매자2681,경기도,네이버페이
20260420-0002921,20260420-0002921,2026-04-20 16:48:07,배송완료,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자5530,경기도,네이버페이
20260421-0002922,20260421-0002922,2026-04-21 20:26:34,배송완료,외모지상주의 티셔츠,색상/타입:XL,1,32000,0,32000,구매자1443,전라북도,신용카드
20260421-0002923,20260421-0002923,2026-04-21 10:56:13,배송완료,가비지타임 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자3437,경기도,신용카드
20260421-0002924,20260421-0002924,2026-04-21 20:34:49,배송완료,외모지상주의 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자4086,서울특별시,신용카드
20260421-0002925,20260421-0002925,2026-04-21 12:44:33,배송중,마루는 강쥐 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자1391,전라북도,휴대폰
20260421-0002926,20260421-0002926,2026-04-21 09:01:13,배송완료,마루는 강쥐 파우치,색상/타입:네이비,2,22000,0,44000,구매자7623,전라북도,신용카드
20260421-0002927,20260421-0002927,2026-04-21 20:28:38,발송준비,신의 탑 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자1531,대구광역시,신용카드
20260421-0002928,20260421-0002928,2026-04-21 08:38:40,취소,마루는 강쥐 키링,색상/타입:그린,1,13500,0,13500,구매자1940,경기도,계좌이체
20260421-0002929,20260421-0002929,2026-04-21 20:54:55,배송완료,마루는 강쥐 키링,색상/타입:옐로우,1,13500,0,13500,구매자7506,부산광역시,네이버페이
20260421-0002930,20260421-0002930,2026-04-21 13:40:38,배송완료,마루는 강쥐 티셔츠,색상/타입:XL,1,32000,0,32000,구매자7751,경기도,신용카드
20260421-0002931,20260421-0002931,2026-04-21 22:06:50,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자4668,부산광역시,계좌이체
20260421-0002932,20260421-0002932,2026-04-21 18:20:13,배송중,가비지타임 파우치,색상/타입:네이비,4,22000,0,88000,구매자1704,경상남도,네이버페이
20260421-0002933,20260421-0002933,2026-04-21 13:18:46,배송완료,마루는 강쥐 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자7097,경기도,신용카드
20260421-0002934,20260421-0002934,2026-04-21 20:39:58,배송완료,마루는 강쥐 파우치,색상/타입:네이비,2,22000,0,44000,구매자5783,경기도,신용카드
20260421-0002935,20260421-0002935,2026-04-21 21:57:14,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,3,15000,0,45000,구매자1026,광주광역시,신용카드
20260421-0002936,20260421-0002936,2026-04-21 11:24:23,배송완료,냐한 남자 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자8173,대구광역시,신용카드
20260421-0002937,20260421-0002937,2026-04-21 09:02:45,발송준비,마루는 강쥐 티셔츠,색상/타입:XL,1,32000,0,32000,구매자9013,대구광역시,네이버페이
20260421-0002938,20260421-0002938,2026-04-21 19:01:49,배송완료,외모지상주의 봉제 인형,색상/타입:S,1,39000,0,39000,구매자4491,경상남도,네이버페이
20260421-0002939,20260421-0002939,2026-04-21 11:11:20,배송완료,마루는 강쥐 키링,색상/타입:핑크,3,13500,0,40500,구매자6623,광주광역시,휴대폰
20260421-0002940,20260421-0002940,2026-04-21 11:24:44,배송완료,마루는 강쥐 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자2561,충청남도,네이버페이
20260421-0002941,20260421-0002941,2026-04-21 16:32:04,취소,냐한 남자 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자2462,충청남도,휴대폰
20260421-0002942,20260421-0002942,2026-04-21 12:40:57,발송준비,가비지타임 파우치,색상/타입:네이비,1,22000,0,22000,구매자2831,인천광역시,신용카드
20260421-0002943,20260421-0002943,2026-04-21 16:27:55,배송완료,냐한 남자 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자9410,인천광역시,네이버페이
20260421-0002944,20260421-0002944,2026-04-21 20:03:25,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,3,19000,0,57000,구매자9305,충청남도,네이버페이
20260421-0002945,20260421-0002945,2026-04-21 20:19:24,취소,마루는 강쥐 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자2023,광주광역시,신용카드
20260421-0002946,20260421-0002946,2026-04-21 11:25:36,발송준비,신의 탑 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자2459,전라북도,계좌이체
20260421-0002947,20260421-0002947,2026-04-21 19:52:34,배송중,가비지타임 파우치,색상/타입:네이비,1,22000,0,22000,구매자4006,부산광역시,신용카드
20260421-0002948,20260421-0002948,2026-04-21 13:48:53,배송완료,마루는 강쥐 파우치,색상/타입:네이비,5,22000,0,110000,구매자6471,경상남도,신용카드
20260421-0002949,20260421-0002949,2026-04-21 15:49:57,배송완료,냐한 남자 키링,색상/타입:옐로우,1,12000,0,12000,구매자6560,대전광역시,신용카드
20260421-0002950,20260421-0002950,2026-04-21 22:43:00,배송완료,마루는 강쥐 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자6472,대전광역시,신용카드
20260421-0002951,20260421-0002951,2026-04-21 10:17:05,배송완료,가비지타임 봉제 인형,색상/타입:L,1,39000,0,39000,구매자5477,충청남도,신용카드
20260421-0002952,20260421-0002952,2026-04-21 18:26:08,배송완료,가비지타임 키링,색상/타입:그린,1,12000,0,12000,구매자7589,경기도,네이버페이
20260421-0002953,20260421-0002953,2026-04-21 01:14:35,배송완료,마루는 강쥐 티셔츠,색상/타입:M,2,32000,0,64000,구매자9794,부산광역시,네이버페이
20260421-0002954,20260421-0002954,2026-04-21 08:52:29,배송완료,가비지타임 봉제 인형,색상/타입:S,1,39000,0,39000,구매자9633,전라북도,신용카드
20260421-0002955,20260421-0002955,2026-04-21 11:52:17,배송완료,가비지타임 아크릴 스탠드,색상/타입:B타입,2,15000,0,30000,구매자4354,대전광역시,계좌이체
20260421-0002956,20260421-0002956,2026-04-21 11:01:24,배송중,가비지타임 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자5373,경상남도,네이버페이
20260421-0002957,20260421-0002957,2026-04-21 17:12:23,결제완료,가비지타임 머그컵,색상/타입:화이트,1,18000,0,18000,구매자8996,충청남도,신용카드
20260421-0002958,20260421-0002958,2026-04-21 23:00:02,배송중,마루는 강쥐 키링,색상/타입:퍼플,1,13500,0,13500,구매자5407,부산광역시,네이버페이
20260421-0002959,20260421-0002959,2026-04-21 08:18:23,배송완료,마루는 강쥐 키링,색상/타입:그린,1,13500,0,13500,구매자1450,부산광역시,신용카드
20260421-0002960,20260421-0002960,2026-04-21 13:01:08,배송완료,냐한 남자 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자2774,광주광역시,신용카드
20260421-0002961,20260421-0002961,2026-04-21 18:41:24,배송완료,마루는 강쥐 포토카드 세트,색상/타입:1탄,5,9800,0,49000,구매자2823,충청남도,휴대폰
20260421-0002962,20260421-0002962,2026-04-21 16:14:57,배송완료,가비지타임 포토카드 세트,색상/타입:3탄,3,9800,0,29400,구매자4467,전라북도,신용카드
20260421-0002963,20260421-0002963,2026-04-21 10:58:02,발송준비,마루는 강쥐 키링,색상/타입:그린,4,13500,0,54000,구매자5613,인천광역시,신용카드
20260421-0002964,20260421-0002964,2026-04-21 20:58:49,배송완료,신의 탑 차량용 방향제,색상/타입:시트러스,2,14000,0,28000,구매자6281,광주광역시,네이버페이
20260421-0002965,20260421-0002965,2026-04-21 17:17:15,배송완료,외모지상주의 티셔츠,색상/타입:M,1,32000,0,32000,구매자2106,충청남도,네이버페이
20260421-0002966,20260421-0002966,2026-04-21 08:52:22,배송완료,가비지타임 차량용 방향제,색상/타입:우드,2,14000,0,28000,구매자7037,경상남도,신용카드
20260421-0002967,20260421-0002967,2026-04-21 11:33:04,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자2971,서울특별시,네이버페이
20260421-0002968,20260421-0002968,2026-04-21 14:04:13,배송완료,마루는 강쥐 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자3222,부산광역시,계좌이체
20260421-0002969,20260421-0002969,2026-04-21 20:57:17,배송완료,냐한 남자 봉제 인형,색상/타입:S,4,39000,0,156000,구매자1977,경기도,휴대폰
20260421-0002970,20260421-0002970,2026-04-21 17:05:37,배송완료,마루는 강쥐 티셔츠,색상/타입:L,3,32000,0,96000,구매자8270,인천광역시,신용카드
20260421-0002971,20260421-0002971,2026-04-21 13:10:13,배송완료,가비지타임 아크릴 스탠드,색상/타입:C타입,4,15000,0,60000,구매자7876,서울특별시,네이버페이
20260421-0002972,20260421-0002972,2026-04-21 21:59:54,배송완료,가비지타임 키링,색상/타입:핑크,1,12000,0,12000,구매자8624,대전광역시,신용카드
20260421-0002973,20260421-0002973,2026-04-21 22:57:57,배송완료,마루는 강쥐 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자9673,부산광역시,네이버페이
20260421-0002974,20260421-0002974,2026-04-21 22:41:57,취소,마루는 강쥐 포토카드 세트,색상/타입:2탄,1,9800,0,9800,구매자3664,서울특별시,신용카드
20260421-0002975,20260421-0002975,2026-04-21 20:43:07,배송완료,마루는 강쥐 봉제 인형,색상/타입:L,2,45000,0,90000,구매자3771,경상남도,신용카드
20260421-0002976,20260421-0002976,2026-04-21 09:40:03,배송중,가비지타임 머그컵,색상/타입:블랙,1,18000,0,18000,구매자2269,경상남도,신용카드
20260421-0002977,20260421-0002977,2026-04-21 18:50:06,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자8861,경기도,신용카드
20260421-0002978,20260421-0002978,2026-04-21 20:36:58,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,2,15000,0,30000,구매자4085,부산광역시,신용카드
20260421-0002979,20260421-0002979,2026-04-21 14:26:15,배송완료,냐한 남자 티셔츠,색상/타입:L,1,32000,0,32000,구매자8362,충청남도,신용카드
20260421-0002980,20260421-0002980,2026-04-21 19:46:41,배송완료,냐한 남자 티셔츠,색상/타입:S,1,32000,0,32000,구매자2310,충청남도,네이버페이
20260421-0002981,20260421-0002981,2026-04-21 09:01:49,배송중,냐한 남자 스티커팩,색상/타입:기본,2,6500,0,13000,구매자6786,전라북도,네이버페이
20260421-0002982,20260421-0002982,2026-04-21 12:44:24,배송완료,가비지타임 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자6602,대구광역시,신용카드
20260421-0002983,20260421-0002983,2026-04-21 09:10:59,배송중,신의 탑 봉제 인형,색상/타입:S,1,39000,0,39000,구매자9586,부산광역시,신용카드
20260421-0002984,20260421-0002984,2026-04-21 19:11:43,발송준비,외모지상주의 티셔츠,색상/타입:L,3,32000,0,96000,구매자3817,대전광역시,네이버페이
20260421-0002985,20260421-0002985,2026-04-21 23:29:37,배송완료,마루는 강쥐 티셔츠,색상/타입:L,1,32000,0,32000,구매자8063,서울특별시,네이버페이
20260421-0002986,20260421-0002986,2026-04-21 06:06:30,발송준비,마루는 강쥐 키링,색상/타입:블루,1,13500,0,13500,구매자6752,인천광역시,네이버페이
20260421-0002987,20260421-0002987,2026-04-21 11:36:57,배송완료,냐한 남자 2026 다이어리,색상/타입:데일리,5,19000,0,95000,구매자6435,광주광역시,네이버페이
20260421-0002988,20260421-0002988,2026-04-21 15:08:50,결제완료,가비지타임 키링,색상/타입:핑크,1,12000,0,12000,구매자5582,대전광역시,네이버페이
20260421-0002989,20260421-0002989,2026-04-21 10:27:53,배송완료,가비지타임 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자6160,전라북도,네이버페이
20260421-0002990,20260421-0002990,2026-04-21 18:37:24,배송중,신의 탑 봉제 인형,색상/타입:M,3,39000,0,117000,구매자2829,전라북도,계좌이체
20260421-0002991,20260421-0002991,2026-04-21 14:18:25,배송중,가비지타임 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자7027,부산광역시,신용카드
20260421-0002992,20260421-0002992,2026-04-21 17:47:38,배송완료,마루는 강쥐 티셔츠,색상/타입:M,1,32000,0,32000,구매자6767,경기도,휴대폰
20260421-0002993,20260421-0002993,2026-04-21 12:15:45,배송중,냐한 남자 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자8758,부산광역시,네이버페이
20260421-0002994,20260421-0002994,2026-04-21 18:19:53,배송중,외모지상주의 스티커팩,색상/타입:레어,1,6500,0,6500,구매자2917,경상남도,신용카드
20260421-0002995,20260421-0002995,2026-04-21 06:30:56,발송준비,냐한 남자 머그컵,색상/타입:화이트,1,18000,0,18000,구매자3107,대구광역시,네이버페이
20260421-0002996,20260421-0002996,2026-04-21 16:27:11,배송완료,가비지타임 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자2837,충청남도,신용카드
20260421-0002997,20260421-0002997,2026-04-21 20:22:05,배송완료,냐한 남자 2026 다이어리,색상/타입:데일리,4,19000,0,76000,구매자1630,인천광역시,신용카드
20260421-0002998,20260421-0002998,2026-04-21 15:29:13,배송완료,냐한 남자 봉제 인형,색상/타입:S,1,39000,0,39000,구매자8317,부산광역시,휴대폰
20260421-0002999,20260421-0002999,2026-04-21 12:59:43,배송완료,가비지타임 키링,색상/타입:그린,1,12000,0,12000,구매자3811,충청남도,신용카드
20260421-0003000,20260421-0003000,2026-04-21 20:20:20,배송완료,가비지타임 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자3224,서울특별시,신용카드
20260421-0003001,20260421-0003001,2026-04-21 10:12:24,배송완료,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자7014,대구광역시,신용카드
20260421-0003002,20260421-0003002,2026-04-21 01:35:02,배송완료,냐한 남자 봉제 인형,색상/타입:M,1,39000,0,39000,구매자6027,대전광역시,휴대폰
20260421-0003003,20260421-0003003,2026-04-21 18:46:20,배송완료,신의 탑 머그컵,색상/타입:화이트,4,18000,0,72000,구매자6153,전라북도,신용카드
20260421-0003004,20260421-0003004,2026-04-21 23:42:19,배송완료,마루는 강쥐 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자2457,충청남도,신용카드
20260422-0003005,20260422-0003005,2026-04-22 14:23:01,배송완료,외모지상주의 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자2281,전라북도,네이버페이
20260422-0003006,20260422-0003006,2026-04-22 17:07:33,발송준비,마루는 강쥐 키링,색상/타입:옐로우,3,13500,0,40500,구매자8225,경상남도,네이버페이
20260422-0003007,20260422-0003007,2026-04-22 18:13:29,배송완료,마루는 강쥐 키링,색상/타입:퍼플,1,13500,0,13500,구매자1430,대전광역시,신용카드
20260422-0003008,20260422-0003008,2026-04-22 10:55:39,배송완료,냐한 남자 키링,색상/타입:옐로우,1,12000,0,12000,구매자8012,대전광역시,신용카드
20260422-0003009,20260422-0003009,2026-04-22 14:47:31,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,2,19000,0,38000,구매자4003,대전광역시,네이버페이
20260422-0003010,20260422-0003010,2026-04-22 21:39:10,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자2582,전라북도,신용카드
20260422-0003011,20260422-0003011,2026-04-22 11:24:34,배송완료,냐한 남자 봉제 인형,색상/타입:M,1,39000,0,39000,구매자5787,충청남도,신용카드
20260422-0003012,20260422-0003012,2026-04-22 19:02:25,배송완료,냐한 남자 키링,색상/타입:블루,2,12000,0,24000,구매자6090,부산광역시,계좌이체
20260422-0003013,20260422-0003013,2026-04-22 11:56:27,취소,외모지상주의 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자7471,전라북도,네이버페이
20260422-0003014,20260422-0003014,2026-04-22 20:13:14,배송완료,마루는 강쥐 키링,색상/타입:핑크,1,13500,0,13500,구매자1940,부산광역시,신용카드
20260422-0003015,20260422-0003015,2026-04-22 16:35:00,배송완료,냐한 남자 머그컵,색상/타입:화이트,1,18000,0,18000,구매자7849,대전광역시,신용카드
20260422-0003016,20260422-0003016,2026-04-22 13:32:44,배송완료,가비지타임 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자9056,서울특별시,신용카드
20260422-0003017,20260422-0003017,2026-04-22 10:39:07,배송완료,마루는 강쥐 아크릴 스탠드,색상/타입:A타입,1,15000,0,15000,구매자6411,대구광역시,네이버페이
20260422-0003018,20260422-0003018,2026-04-22 18:57:05,배송중,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자5886,전라북도,신용카드
20260422-0003019,20260422-0003019,2026-04-22 12:04:23,배송완료,냐한 남자 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자4171,서울특별시,네이버페이
20260422-0003020,20260422-0003020,2026-04-22 17:31:57,배송완료,신의 탑 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자9207,경상남도,신용카드
20260422-0003021,20260422-0003021,2026-04-22 17:18:06,배송완료,외모지상주의 티셔츠,색상/타입:L,1,32000,0,32000,구매자9622,경기도,네이버페이
20260422-0003022,20260422-0003022,2026-04-22 19:00:18,배송완료,마루는 강쥐 봉제 인형,색상/타입:M,1,45000,0,45000,구매자9493,경기도,네이버페이
20260422-0003023,20260422-0003023,2026-04-22 18:12:48,발송준비,가비지타임 포토카드 세트,색상/타입:3탄,4,9800,0,39200,구매자4727,서울특별시,네이버페이
20260422-0003024,20260422-0003024,2026-04-22 12:59:05,배송완료,마루는 강쥐 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자4280,서울특별시,신용카드
20260422-0003025,20260422-0003025,2026-04-22 21:50:18,결제완료,냐한 남자 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자2281,부산광역시,휴대폰
20260422-0003026,20260422-0003026,2026-04-22 16:39:26,배송완료,냐한 남자 아크릴 스탠드,색상/타입:C타입,1,15000,0,15000,구매자1136,경상남도,신용카드
20260422-0003027,20260422-0003027,2026-04-22 10:43:31,배송완료,마루는 강쥐 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자9496,대구광역시,네이버페이
20260422-0003028,20260422-0003028,2026-04-22 10:29:16,배송완료,냐한 남자 키링,색상/타입:옐로우,1,12000,0,12000,구매자8617,경기도,신용카드
20260422-0003029,20260422-0003029,2026-04-22 05:37:56,배송완료,냐한 남자 티셔츠,색상/타입:XL,1,32000,0,32000,구매자9066,부산광역시,신용카드
20260422-0003030,20260422-0003030,2026-04-22 16:15:37,배송중,외모지상주의 파우치,색상/타입:네이비,1,22000,0,22000,구매자9059,부산광역시,계좌이체
20260422-0003031,20260422-0003031,2026-04-22 14:19:45,배송중,마루는 강쥐 포토카드 세트,색상/타입:3탄,1,9800,0,9800,구매자7368,광주광역시,휴대폰
20260422-0003032,20260422-0003032,2026-04-22 01:57:18,배송완료,가비지타임 스티커팩,색상/타입:시즌2,2,6500,0,13000,구매자5664,서울특별시,네이버페이
20260422-0003033,20260422-0003033,2026-04-22 09:53:40,배송완료,외모지상주의 2026 다이어리,색상/타입:데일리,2,19000,0,38000,구매자2365,경기도,휴대폰
20260422-0003034,20260422-0003034,2026-04-22 19:08:13,배송완료,가비지타임 봉제 인형,색상/타입:L,4,39000,0,156000,구매자7242,서울특별시,신용카드
20260422-0003035,20260422-0003035,2026-04-22 15:45:13,배송완료,신의 탑 차량용 방향제,색상/타입:화이트머스크,1,14000,0,14000,구매자6871,전라북도,계좌이체
20260422-0003036,20260422-0003036,2026-04-22 20:44:15,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자3103,대전광역시,계좌이체
20260422-0003037,20260422-0003037,2026-04-22 19:04:51,배송완료,마루는 강쥐 차량용 방향제,색상/타입:시트러스,1,14000,0,14000,구매자8099,인천광역시,신용카드
20260422-0003038,20260422-0003038,2026-04-22 12:16:21,배송완료,냐한 남자 봉제 인형,색상/타입:S,1,39000,0,39000,구매자2139,경상남도,네이버페이
20260422-0003039,20260422-0003039,2026-04-22 15:38:15,배송완료,외모지상주의 봉제 인형,색상/타입:S,4,39000,0,156000,구매자5266,대전광역시,신용카드
20260422-0003040,20260422-0003040,2026-04-22 07:41:42,배송완료,신의 탑 차량용 방향제,색상/타입:우드,2,14000,0,28000,구매자3722,부산광역시,네이버페이
20260422-0003041,20260422-0003041,2026-04-22 19:02:32,배송완료,마루는 강쥐 차량용 방향제,색상/타입:우드,2,14000,0,28000,구매자3696,경기도,네이버페이
20260422-0003042,20260422-0003042,2026-04-22 20:25:08,배송완료,마루는 강쥐 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자5773,부산광역시,네이버페이
20260422-0003043,20260422-0003043,2026-04-22 11:34:02,배송완료,마루는 강쥐 키링,색상/타입:블루,1,13500,0,13500,구매자8693,충청남도,신용카드
20260422-0003044,20260422-0003044,2026-04-22 17:29:40,배송완료,마루는 강쥐 스티커팩,색상/타입:레어,1,6500,0,6500,구매자5771,경기도,신용카드
20260422-0003045,20260422-0003045,2026-04-22 13:32:28,배송완료,신의 탑 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자1469,경상남도,신용카드
20260422-0003046,20260422-0003046,2026-04-22 11:06:39,배송중,마루는 강쥐 아크릴 스탠드,색상/타입:B타입,2,15000,0,30000,구매자4393,전라북도,신용카드
20260422-0003047,20260422-0003047,2026-04-22 12:20:54,배송완료,마루는 강쥐 파우치,색상/타입:네이비,5,22000,0,110000,구매자6387,경기도,신용카드
20260422-0003048,20260422-0003048,2026-04-22 12:04:31,발송준비,가비지타임 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자7105,경기도,네이버페이
20260422-0003049,20260422-0003049,2026-04-22 16:27:18,배송완료,가비지타임 스티커팩,색상/타입:레어,1,6500,0,6500,구매자6023,부산광역시,신용카드
20260422-0003050,20260422-0003050,2026-04-22 20:29:42,발송준비,마루는 강쥐 포토카드 세트,색상/타입:2탄,2,9800,0,19600,구매자1595,충청남도,신용카드
20260422-0003051,20260422-0003051,2026-04-22 17:02:16,발송준비,외모지상주의 포토카드 세트,색상/타입:1탄,1,9800,0,9800,구매자6949,부산광역시,네이버페이
20260422-0003052,20260422-0003052,2026-04-22 10:03:26,배송완료,가비지타임 파우치,색상/타입:베이지,3,22000,0,66000,구매자5914,대구광역시,네이버페이
20260422-0003053,20260422-0003053,2026-04-22 17:30:26,배송완료,신의 탑 봉제 인형,색상/타입:M,1,39000,0,39000,구매자9794,전라북도,신용카드
20260422-0003054,20260422-0003054,2026-04-22 13:09:50,발송준비,마루는 강쥐 스티커팩,색상/타입:레어,2,6500,0,13000,구매자4971,대전광역시,신용카드
20260422-0003055,20260422-0003055,2026-04-22 17:38:07,배송완료,마루는 강쥐 봉제 인형,색상/타입:S,1,45000,0,45000,구매자6916,충청남도,네이버페이
20260422-0003056,20260422-0003056,2026-04-22 02:35:27,배송완료,냐한 남자 머그컵,색상/타입:화이트,1,18000,0,18000,구매자5721,경기도,네이버페이
20260422-0003057,20260422-0003057,2026-04-22 17:47:47,배송완료,마루는 강쥐 봉제 인형,색상/타입:S,1,45000,0,45000,구매자3196,충청남도,네이버페이
20260422-0003058,20260422-0003058,2026-04-22 13:47:30,결제완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자1184,광주광역시,네이버페이
20260422-0003059,20260422-0003059,2026-04-22 13:13:06,발송준비,가비지타임 키링,색상/타입:퍼플,1,12000,0,12000,구매자2356,전라북도,신용카드
20260422-0003060,20260422-0003060,2026-04-22 09:19:21,배송완료,신의 탑 스티커팩,색상/타입:시즌2,1,6500,0,6500,구매자1112,경상남도,네이버페이
20260422-0003061,20260422-0003061,2026-04-22 05:15:04,배송완료,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자8956,대구광역시,신용카드
20260422-0003062,20260422-0003062,2026-04-22 19:49:24,배송완료,냐한 남자 아크릴 스탠드,색상/타입:B타입,1,15000,0,15000,구매자4591,경상남도,네이버페이
20260422-0003063,20260422-0003063,2026-04-22 12:10:27,배송중,마루는 강쥐 스티커팩,색상/타입:기본,1,6500,0,6500,구매자9414,대전광역시,네이버페이
20260422-0003064,20260422-0003064,2026-04-22 18:52:20,배송완료,마루는 강쥐 스티커팩,색상/타입:레어,2,6500,0,13000,구매자5274,경상남도,네이버페이
20260422-0003065,20260422-0003065,2026-04-22 08:23:38,결제완료,냐한 남자 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자5645,전라북도,네이버페이
20260422-0003066,20260422-0003066,2026-04-22 11:53:08,결제완료,가비지타임 2026 다이어리,색상/타입:데일리,1,19000,0,19000,구매자4427,충청남도,신용카드
20260422-0003067,20260422-0003067,2026-04-22 16:03:27,배송완료,가비지타임 머그컵,색상/타입:블랙,3,18000,0,54000,구매자4239,대구광역시,네이버페이
20260422-0003068,20260422-0003068,2026-04-22 16:47:57,발송준비,마루는 강쥐 차량용 방향제,색상/타입:우드,1,14000,0,14000,구매자4616,전라북도,휴대폰
20260422-0003069,20260422-0003069,2026-04-22 10:28:02,발송준비,마루는 강쥐 2026 다이어리,색상/타입:위클리,1,19000,0,19000,구매자9803,충청남도,신용카드
20260422-0003070,20260422-0003070,2026-04-22 15:24:41,배송완료,신의 탑 봉제 인형,색상/타입:M,1,39000,0,39000,구매자8346,서울특별시,신용카드
